Word,Term,Affix,PartOfSpeech,Definition,Root Word
umampåra,ampåra,UM Infix,Transitive Verb,"vt.  protect (esp. our souls). Reversal: protect. Ni håfa u guaha, i nana siempri u ampåra i patgon‑ña. No matter what, a mother will surely protect her child. Bai hu ampåra håo. I will protect you. Ampåra i anti‑ña. Protect and save her soul.",ampåra
umåmti,åmti,UM Infix,Transitive Verb,"vt.  apply first aid to, treat (someone's) wound, cure (someone's) sickness. Reversal: treat (sickness), cure (someone). I doktu ha åmti i chetnot‑tu. The doctor treated my wound. Ma åmti i malinik ilu‑ña. They treated her headache. I siruhåna manå'amti ya ha usa i tinanum siha. The native medicine healer cures sickness using plants.",åmti
umåmut,åmut,UM Infix,Transitive Verb,vt.  take (something) away from (a person or animal). Reversal: take from. Mungnga na uta fanma'åmut nu i diretchot‑ta manmanbota. Let us not have our right to vote be taken away from us. Åmut i patgun nu i se'si' osino u chinachak. Take the knife from the child or else he will get cut.,åmut
umamuti,amuti,UM Infix,Transitive Verb,"vt.  apply medicine or treatment to; bewitch, place under a spell. Siña un gimin i hanum grifu sa' esta ma'amuti. You can now drink the tap water because it has been treated. Umottru klåsi sa' ma'amuti. She became different because she was under a spell.",åmut
umanalisa,analisa,UM Infix,Transitive Verb,"vt.  analyze, examine critically, study. Reversal: analyze. Taitai esti i tinige'‑hu, pues analisa. Read my writing, then analyze it. Analisa i situasión. Analyze the situation. Ta analisa esti, pues ta diskuti. We will study this, then discuss it.",analisa
umå'ñao,å'ñao,UM Infix,Transitive Verb,"vt.  overpower, defeat. Reversal: overpower, defeat (someone). I ga'lågu ha å'ñao i katu. The dog overpowered the cat. Maila' fan ya ta chagi kåo un å'ñao yu'. Come and we will try if you can defeat me. Mumåhñao yu' sa' ha å'ñao yu' i tropå‑mu. I backed up because your group overwhelmed me. Ha å'ñao yu' i che'lu‑hu ni heniu‑ña. My brother's strong attitude overpowered me.",å'ñao
umandi'i,andi'i,UM Infix,Transitive Verb,"vt.  flirt with, show off to. Reversal: flirt with. Nina'mamaguf si Maria an ma'andi'i ni lalåhi. It makes Maria happy when the boys flirt with her. Sigienti diha ti siña ha andi'i, sa' masåkki i sapatos‑ña yan ma'åmut ni mañaina‑ña ni kareta. The next day he couldn't show off, because his shoes were stolen and his parents took back the car.",andi
umångkas,ångkas,UM Infix,Transitive Verb,"vt.  have (someone) ride with, either in front or behind, on a motorcycle or bicycle; freeload, mooch. Reversal: have (someone) ride with. Bai hu ångkas håo. I will have you ride behind me. Kåo siña un ångkas yu'? Can you let me ride with you (in front or behind)? Kumåti si Juan anai ti ma'ångkas ni che'lu‑ña. Juan cried when he was not given a ride by his sibling.",ångkas
umångkla,ångkla,UM Infix,Transitive Verb,vt.  anchor. Ma'ångkla i boti gi pantalån. The boat is anchored at the dock.,ångkla
umangokku,angokku,UM Infix,Transitive Verb,"vt.  rely on, depend on, have confidence on someone, have faith in, trust. Reversal: trust (someone), rely on. Hu angokku na para un cho'gui i hu faisin håo. I trust that you will do what I ask you. Kåo siña bai hu angokku håo? Can I rely on you? Hu angokku håo. I have faith in you.",angokku
umanña,anña,UM Infix,Transitive Verb,"vt.  beat up, overpower, punish, harm, hurt, injure. Reversal: beat up, overpower. Mungnga ma'anña i patgun. Do not beat up the child. Kumu un anña yu', bai hu kehåyi håo. If you beat me up, I will tell on you. Ti siña hu anña håo. I cannot overpower you. Nina'kåti ni ma'anñan‑ña. His injury made him cry.",anña
umansiånu,ansiånu,UM Infix,Transitive Verb,vt.  initiate. Reversal: initiate. Ha ansiånu i che'chu' yan ha na'funhåyan. He initiated the work and he finished it. Mungnga manansiånu maseha håfa kumu ti para un na'funhåyan. Do not initiate anything if you are not going to finish it. Kåo siña bai hu ansiånu esti ya hågu un na'funhåyan? Can I initiate this but you finish it?,ansiånu
umantisipa,antisipa,UM Infix,Transitive Verb,vt.  anticipate. Reversal: anticipate. Hu antisipa na hu tungu' siempri håfa taimanu macho'guen‑ña. kumeke'ilek‑ña. I anticipate that I will therefore know how it will be done. Hu antisipa lokkui' na bai hu ågang si Juan put i ayuda‑ña. I anticipate also that I will call John about his help. Hu antisipa na ha ayuda yu' siempri si Juan. I anticipate that John will surely help me.,antisipa
umanunsia,anunsia,UM Infix,Transitive Verb,"vt.  announce, publicize, broadcast, inform. Reversal: announce. Ma anunsia gi rediu na para u påkyu. They announced on the radio that there's going to be a typhoon. Anunsia i na'an i manggånna. Announce the winner's name. Ma anunsia na manggånna si Anuncia. They announced that Anuncia is the winner.",anunsia
umaomenta,aomenta,UM Infix,Transitive Verb,"vt.  augment, add to, expand, extend, increase. Reversal: expand, extend, add to. Ma'aomenta i tiningo'‑hu palåbran Chamorro disti ki sumåonao yu' gi gurupun diksiunåriu. My knowledge of Chamorro words has expanded since I joined the dictionary group. Ma'aomenta i bisnes‑ña i taotao. The man's business is expanding. Ha aomenta i bakasión‑ña. She extended her vacation. Variant: umenta.",aomenta
umaosiliu,aosiliu,UM Infix,Transitive Verb,"vt.  aid, help, assist, give support. Aosiliu i famagu'un. Help the children. Aosiliu i mañaina‑mu gi inamku'‑ñiha. Assist your parents in their old age. Ya‑hu umaosiliu i manåmku'. I like assisting the old.",aosiliu
umaoturisa,aoturisa,UM Infix,Transitive Verb,"vt.  authorize, permit, empower, give authority to, license, commission. Reversal: authorize. Ma'aoturisa para u fitma i katta. He is authorized to sign the letter. Inaoturisa ni' ma'gas para u fitma i chek. The boss authorized her to sign the check. Ha aoturisa i famagu'on‑ña para u fanhånao para i mubi. He permitted his children to go to the movies. Variant: aturisa.",aoturisa
umapåga,apåga,UM Infix,Transitive Verb,vt.  carry (something) on the shoulder. Reversal: carry on shoulder. Hu apåga i balakbak‑ku. I carried my purse on my shoulder. Ha apåga i ningatyon‑ña. He carried the firewood on his shoulder. Ti siña manapåga sa' mamadedesi. He cannot carry anything on his shoulder because he is hurting.,apåga
umapagåyi,apagåyi,UM Infix,Transitive Verb,"vt.  carry on shoulder. Reversal: carry on shoulder. Ha apagåyi i hayu. He carried the wood on his shoulder. Puti i apagå‑ña, pues ni håfa siña ha apagåyi. His shoulder was in pain so he could not carry anything. Ti masedi para u fan'apagåyi sa' didikiki' ha' trabiha. He was not allowed to carry anything on his shoulder because he is still too young.",apåga
umapåsi,apåsi,UM Infix,Transitive Verb,"vt.  pay, make payment, compensate. Reversal: pay (someone or something). Apåsi i dibi‑mu. Pay your loan. Ti ha apåsi i dibi‑ña. He did not pay his loan. Manma'apåsi siha ni' i che'chu'‑ñiha. They were compensated for their work.",åpas
umapåtta,apåtta,UM Infix,Transitive Verb,"vt.  remove, take away, separate, set apart. Reversal: remove, separate (something). Ha apåtta gui' gi situasión. He removed himself from the situation. Ha apåtta i kosås‑ña. He removed his belongings. Apåtta i baba yan i maolik. Separate the good and the bad.",apåtta
umapédiluk,apédiluk,UM Infix,Transitive Verb,"vt.  crumple, roll up. Reversal: crumple, roll up. Ha apédiluk i pappit pues ha yuti'. He crumpled the paper and threw it away. I bihu‑hu ha apediluk i hagun chupa. My grandfather rolled the tobacco leaf. Tachu putno un na'apédiluk i magagu‑mu. Straighten up so you don't crumple your clothes.",apédiluk
umapela,apela,UM Infix,Transitive Verb,"vt.  trust, depend on, rely on; appeal (a case) in court. Reversal: trust (someone), rely on, depend on. Bai hu apela håo. I will trust you. Apela yu'. Trust me. Ti hu apela gui'. I do not trust her. Hu apela håo mås kini håyi. I depend on you more than anyone. Mungnga mampus ma'apela håo giya guiya. Do not depend on him too much. Apela yu' ya ti bai hu na'disganåo håo. Depend on me and I will not disappoint you.",apela
umapetching,apetching,UM Infix,Transitive Verb,"vt.  cling, carry (something) under the arm, hold. Reversal: hold tight to, carry under arm. I patgun ha apetching gui' gi as nanå‑ña. The child clings to his mother. Ha apetching i balakbak‑ña. She carried her purse under her arm. Apetching i finahån‑mu ya un apåga i balakbak‑mu. Carry what you purchased under your arm and place your purse over your shoulder.",apetching
umaplakåo,aplakåo,UM Infix,Transitive Verb,vt.  attack (someone). Reversal: attack (someone). Ha aplakåo yu' i ga'lågu. The dog attacked me. Inaplakåo ni' i ga'lågu. The dog attacked him/her. Håyi umaplakåo håo? Who attacked you?,aplakåo
umaplåsu,aplåsu,UM Infix,Transitive Verb,"vt.  applaud, cheer. Reversal: applaud. Aplåsu gi uttimun i prugråma. Applaud at the end of the program. Ma aplåsu i maolik bidå‑mu. They applaud your good work. Manmanaplåsu i aodensia. The audience applauded.",aplåsu
umaplika,aplika,UM Infix,Transitive Verb,"vt.  apply for, put to use, apply. Reversal: apply. Bai hu fanaplika ya bai hu hålum gi kulehu. I am going to apply and attend college. Manaplika yu' chi'cho'‑hu. I applied for my job. Esta manaplika yu' para bai hu såonao kumånta. I already applied to be included in the singing.",aplika
umaposta,aposta,UM Infix,Transitive Verb,"vt.  bet, wager. Reversal: bet (something). Hu aposta na siña ha' bai hu gånna håo. I bet that I can beat you. Umaposta si Juan ya mapetdi. Juan made a bet and lost. Båsta umaposta. Stop betting. Kuåntu umapoståm‑mu? How much was your betting?",aposta
umapreta,apreta,UM Infix,Transitive Verb,"vt.  speed up, cause or force to hurry, hurry (someone), hasten. Reversal: hurry (someone). Apreta si Juan sa' manatrasåo hit. Tell Juan to hurry up because we are late. Ti ya‑ña si Juan ma'apreta. Juan does not like to be rushed. Ti siña yu' macho'chu' måolik kumu ma'apreta yu'. I cannot work efficiently if I am being hurried. Malågu si Juan para i tienda anai ma'apreta. Juan ran to the store when he was told to hurry.",apreta
umaprihendi,aprihendi,UM Infix,Transitive Verb,"vt.  apprehend, seize, arrest. Reversal: apprehend. Ma'aprihendi i sakki. The thief was apprehended. Ti ma'aprihehendi tarabiha i taotao sa' ti siña masodda'. They have not apprehended the man because they cannot find him.",aprihendi
umaprubetcha,aprubetcha,UM Infix,Transitive Verb,"vt.  use, make use of. Reversal: take advantage of. Dispues di umali'i' yu' yan i doktok‑ku, hu aprubetcha ya hu bisita i amigå‑hu ni mana'såsaga gi hospitåt. After seeing my doctor, I took advantage and visited my friend who was laid up in the hospital. Hu aprubetcha i hinanao‑hu para Hawaii put para bai hu bisita i lahi‑hu ya umali'i' yu' lokkui' yan i doktu. I made use of my trip to Hawaii to visit my son and visited my doctor as well. Aprubetcha i tiempu ni manå'i håo. Make use of the time that you are given.",aprubetcha
umaprueba,aprueba,UM Infix,Transitive Verb,"vt.  approve of, test (the reliability of), verify. Reversal: approve of. Hu aprueba i disisión‑mu. I approve of your decision. Hu aprueba håfa i bidåda‑mu. I approve of what you are doing. Ti ma aprueba i disisión i ma'gås‑su. They did not approve my boss's decision. Variant: apreba.",prueba
umapstråktu,apstråktu,UM Infix,Transitive Verb,"vt.  obstruct, block. Reversal: block (something), get in the way of. Un apstråtraktu i inatatan‑hu. You are obstructing my view. Mungnga na un apstråktu i inatatan‑ña. Don't block his view.",apstråktu
umapunta,apunta,UM Infix,Transitive Verb,"vt.  aim, point at, note down, write down, direct at. Reversal: aim (something), point (something). I istudiånti siha ma apunta tatkilu' gi istudiun‑ñiha. The students aimed high in their studies. Apunta påpa' håfa ha såsangan. Write down what he is saying. Ha apunta i paki. He aimed the gun. Måolik manapunta. He is a sharpshooter.",apunta
umapunta,apunta,UM Infix,Transitive Verb,"vt.  appoint. Reversal: appoint. Para u ma'apunta si Jose para u ge'hilu' i kumite. Jose will be appointed to head the committee. Kumu ma'apunta håo, aksepta i pusisón. If they appoint you, accept the position. Apunta gui', sa' måolik macho'chu'. Appoint her, because she is a good worker.",apunta
umapunta,apunta,UM Infix,Transitive Verb,"vt.  aim, point at, note down, write down, direct at. Reversal: aim (something), point (something). I istudiånti siha ma apunta tatkilu' gi istudiun‑ñiha. The students aimed high in their studies. Apunta påpa' håfa ha såsangan. Write down what he is saying. Ha apunta i paki. He aimed the gun. Måolik manapunta. He is a sharpshooter.",apunta
umapunta,apunta,UM Infix,Transitive Verb,"vt.  appoint. Reversal: appoint. Para u ma'apunta si Jose para u ge'hilu' i kumite. Jose will be appointed to head the committee. Kumu ma'apunta håo, aksepta i pusisón. If they appoint you, accept the position. Apunta gui', sa' måolik macho'chu'. Appoint her, because she is a good worker.",apunta
umarångka,arångka,UM Infix,Transitive Verb,"vt.  budge, move, relocate (an object). Reversal: move (something). Ti ha arångka gui' gi fatå'chong‑ña. She did not budge from her seat. Hu arångka i kosas hålum guma' anai muna'gasgas yu'. I moved the furniture when I cleaned. Ti siña hu arångka i bångku sa' mampus makkat. I could not move the bench because it was heavy. Arångka i lamasa ya bai hu lampåsu i satgi. Move the table and I will mop the floor.",arångka
umaråstra,aråstra,UM Infix,Transitive Verb,"vt.  drag, pull along, draw along wearily. Reversal: drag. Ha aråstra i balakbak‑ña gi edda' sa' makkat. She dragged her bag on the ground because it was heavy. Ya‑ña i ga'lågu umaråstra gui' gi tutopu' dispues di mana'o'mak. The dog likes to roll on the ground after being given a bath. Hu gacha' i patgun ha arårastra i galagitu gi tutopu'. I caught the child dragging the puppy on the ground.",aråstra
