Term,Part of Speech,Definition,Source Details,Link to Source
alådu,Transitive Verb,vt.  plow. Para uma alådu i lanchu. They're going to do some plowing at the farm.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
alaguåni,Transitive Verb,vt.  make alåguan for. Alaguåni i neni. Make alaguan for the baby.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
alatgåyi,Transitive Verb,"vt.  load (something) generously, heap up (something) generously. Reversal: load up, fill, heap up. Ha alatgåyi i pikap ni hayun foggun. She loaded up the pickup with firewood. Humånao si Juan para u fanayuda manalatgåyi chandiha i pikap, sa' meppa'. Juan went to help load the pickup with watermelons, because there were lots of them. E'kat umalatgåyi i keståt‑mu, sa' siña ha' ti un langak. Slow down from filling up your burlap sack, because you might not be able to carry it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
alibia,Transitive Verb,"vt.  ease, relieve, alleviate, facilitate. Reversal: relieve. I pilan ha alibia i piniti‑hu. The moon eased my sorrow. Fatå'chung gi fion‑ña ya un alibia i katiti‑ña i patgun. Sit next to the child and ease her crying.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aligao,Transitive Verb,"vt.  search for, seek, try to find. Reversal: look for, search for. Yanggin un aligao, siempri un sodda'. If you look for it, you will find it. Aligåyi yu' fan mångga ni gada'. Would you please find a young mango for me? Håfa un aliligao? What are you looking for?",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aliña,Transitive Verb,"vt.  take care of, take pride in. Reversal: take care of. Si Jose ha na'takkilu' i aliña giya guiya. Jose takes pride in himself. Bai hu aliña i neni gi gima'. I will take care of the baby at the house.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
alli,Transitive Verb,vt.  urge (a cow or other animal) to go faster. Mungnga mampus mahalli i guaka. Don't rush the cow to move too much. Variant: halli.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aluf,Transitive Verb,"vt.  wave at, beckon, signal to. Reversal: wave at. Ha aluf yu' gi chalan. He waved at me on the road. Åntis i Chamorro, todu tiempu mana'aluf kumu manasudda' yan ottru gi hinanåo‑ñiñiha. In the past, Chamorros always waved to each other when they were passing on their way. På'gu Luta ha' mana'aluf i taotåo gi chalan, yan ennåo na mafa'na'an Islan Aluf. Now it's only on Rota that people wave to each other on the road, and that's why it's known as the Island of Aluf.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
åluk,Transitive Verb,"vt.  say like this, say this way. Reversal: say. Åluk måolik para todu i chalik. Say that laughter is good for everyone. Ma'åluk na måolik tåotao ennåo. It is said that that person is pretty good. Bålli i basula gi me'nan guma', sa' håfa u ma'åluk ni taotao. Rake the trash in front of the house, because what would the people say. Variant: aluk.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
alulåyi,Transitive Verb,"vt.  expedite, hurry, hasten. Reversal: hurry. Alulåyi ya ta fanhånao manpiknik. Hurry up so that we can go picnicking. Jose, alulåyi i chi'cho'‑mu. Jose, hurry up with your work. Jose, i chi'cho'‑mu un alulåyi. Jose, it's your work that you're going to hurry up with.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
amåska,Transitive Verb,vt.  chew (tobacco). Reversal: chew (tobacco). Ta amåska esti. Let's use this as our chewing tobacco. Ti ya‑ña umamåska i anglu' na chupa. She doesn't like using the dry tobacco as her chewing tobacco.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
amenda,Transitive Verb,vt.  amend. Reversal: amend. Maila' ya ta amenda i iyot‑ta bylaws. Let's amend our bylaws. Kåo tåya' esta para ta amenda guini na hunta? Are there no more amendments to be carried out in this meeting? Variant: enmienda.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
åmin,Transitive Verb,vt.  kiss the hand of (as a sign of respect). Reversal: kiss hand of. Åmin si nåna. Kiss mom's hand. Åmin yu'. Kiss my hand. Bai hu åmin si Påli'. I will kiss the hand of the priest. Variant: åmen.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ammi',Transitive Verb,"vt.  chew betel nut for someone, usually a toothless person.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ampåra,Transitive Verb,"vt.  protect (esp. our souls). Reversal: protect. Ni håfa u guaha, i nana siempri u ampåra i patgon‑ña. No matter what, a mother will surely protect her child. Bai hu ampåra håo. I will protect you. Ampåra i anti‑ña. Protect and save her soul.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
åmti,Transitive Verb,"vt.  apply first aid to, treat (someone's) wound, cure (someone's) sickness. Reversal: treat (sickness), cure (someone). I doktu ha åmti i chetnot‑tu. The doctor treated my wound. Ma åmti i malinik ilu‑ña. They treated her headache. I siruhåna manå'amti ya ha usa i tinanum siha. The native medicine healer cures sickness using plants.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
åmut,Transitive Verb,vt.  take (something) away from (a person or animal). Reversal: take from. Mungnga na uta fanma'åmut nu i diretchot‑ta manmanbota. Let us not have our right to vote be taken away from us. Åmut i patgun nu i se'si' osino u chinachak. Take the knife from the child or else he will get cut.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
amuti,Transitive Verb,"vt.  apply medicine or treatment to; bewitch, place under a spell. Siña un gimin i hanum grifu sa' esta ma'amuti. You can now drink the tap water because it has been treated. Umottru klåsi sa' ma'amuti. She became different because she was under a spell.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
analisa,Transitive Verb,"vt.  analyze, examine critically, study. Reversal: analyze. Taitai esti i tinige'‑hu, pues analisa. Read my writing, then analyze it. Analisa i situasión. Analyze the situation. Ta analisa esti, pues ta diskuti. We will study this, then discuss it.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
å'ñao,Transitive Verb,"vt.  overpower, defeat. Reversal: overpower, defeat (someone). I ga'lågu ha å'ñao i katu. The dog overpowered the cat. Maila' fan ya ta chagi kåo un å'ñao yu'. Come and we will try if you can defeat me. Mumåhñao yu' sa' ha å'ñao yu' i tropå‑mu. I backed up because your group overwhelmed me. Ha å'ñao yu' i che'lu‑hu ni heniu‑ña. My brother's strong attitude overpowered me.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
andi'i,Transitive Verb,"vt.  flirt with, show off to. Reversal: flirt with. Nina'mamaguf si Maria an ma'andi'i ni lalåhi. It makes Maria happy when the boys flirt with her. Sigienti diha ti siña ha andi'i, sa' masåkki i sapatos‑ña yan ma'åmut ni mañaina‑ña ni kareta. The next day he couldn't show off, because his shoes were stolen and his parents took back the car.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ångkas,Transitive Verb,"vt.  have (someone) ride with, either in front or behind, on a motorcycle or bicycle; freeload, mooch. Reversal: have (someone) ride with. Bai hu ångkas håo. I will have you ride behind me. Kåo siña un ångkas yu'? Can you let me ride with you (in front or behind)? Kumåti si Juan anai ti ma'ångkas ni che'lu‑ña. Juan cried when he was not given a ride by his sibling.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ångkla,Transitive Verb,vt.  anchor. Ma'ångkla i boti gi pantalån. The boat is anchored at the dock.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
angokku,Transitive Verb,"vt.  rely on, depend on, have confidence on someone, have faith in, trust. Reversal: trust (someone), rely on. Hu angokku na para un cho'gui i hu faisin håo. I trust that you will do what I ask you. Kåo siña bai hu angokku håo? Can I rely on you? Hu angokku håo. I have faith in you.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
anña,Transitive Verb,"vt.  beat up, overpower, punish, harm, hurt, injure. Reversal: beat up, overpower. Mungnga ma'anña i patgun. Do not beat up the child. Kumu un anña yu', bai hu kehåyi håo. If you beat me up, I will tell on you. Ti siña hu anña håo. I cannot overpower you. Nina'kåti ni ma'anñan‑ña. His injury made him cry.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ansiånu,Transitive Verb,vt.  initiate. Reversal: initiate. Ha ansiånu i che'chu' yan ha na'funhåyan. He initiated the work and he finished it. Mungnga manansiånu maseha håfa kumu ti para un na'funhåyan. Do not initiate anything if you are not going to finish it. Kåo siña bai hu ansiånu esti ya hågu un na'funhåyan? Can I initiate this but you finish it?,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
antisipa,Transitive Verb,vt.  anticipate. Reversal: anticipate. Hu antisipa na hu tungu' siempri håfa taimanu macho'guen‑ña. kumeke'ilek‑ña. I anticipate that I will therefore know how it will be done. Hu antisipa lokkui' na bai hu ågang si Juan put i ayuda‑ña. I anticipate also that I will call John about his help. Hu antisipa na ha ayuda yu' siempri si Juan. I anticipate that John will surely help me.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
anunsia,Transitive Verb,"vt.  announce, publicize, broadcast, inform. Reversal: announce. Ma anunsia gi rediu na para u påkyu. They announced on the radio that there's going to be a typhoon. Anunsia i na'an i manggånna. Announce the winner's name. Ma anunsia na manggånna si Anuncia. They announced that Anuncia is the winner.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aomenta,Transitive Verb,"vt.  augment, add to, expand, extend, increase. Reversal: expand, extend, add to. Ma'aomenta i tiningo'‑hu palåbran Chamorro disti ki sumåonao yu' gi gurupun diksiunåriu. My knowledge of Chamorro words has expanded since I joined the dictionary group. Ma'aomenta i bisnes‑ña i taotao. The man's business is expanding. Ha aomenta i bakasión‑ña. She extended her vacation. Variant: umenta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aosiliu,Transitive Verb,"vt.  aid, help, assist, give support. Aosiliu i famagu'un. Help the children. Aosiliu i mañaina‑mu gi inamku'‑ñiha. Assist your parents in their old age. Ya‑hu umaosiliu i manåmku'. I like assisting the old.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
aoturisa,Transitive Verb,"vt.  authorize, permit, empower, give authority to, license, commission. Reversal: authorize. Ma'aoturisa para u fitma i katta. He is authorized to sign the letter. Inaoturisa ni' ma'gas para u fitma i chek. The boss authorized her to sign the check. Ha aoturisa i famagu'on‑ña para u fanhånao para i mubi. He permitted his children to go to the movies. Variant: aturisa.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
apåga,Transitive Verb,vt.  carry (something) on the shoulder. Reversal: carry on shoulder. Hu apåga i balakbak‑ku. I carried my purse on my shoulder. Ha apåga i ningatyon‑ña. He carried the firewood on his shoulder. Ti siña manapåga sa' mamadedesi. He cannot carry anything on his shoulder because he is hurting.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
apagåyi,Transitive Verb,"vt.  carry on shoulder. Reversal: carry on shoulder. Ha apagåyi i hayu. He carried the wood on his shoulder. Puti i apagå‑ña, pues ni håfa siña ha apagåyi. His shoulder was in pain so he could not carry anything. Ti masedi para u fan'apagåyi sa' didikiki' ha' trabiha. He was not allowed to carry anything on his shoulder because he is still too young.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
