Term,Part of Speech,Definition,Source Details,Link to Source
atuli,Intransitive Verb,vi.  make porridge. Umatuli si Margarita atulin måsa harina gi egga'an. Margarita made corn flour porridge this morning. Atuliyi si nanå‑mu. Make a porridge for your mom.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
átungu',Intransitive Verb,"vi.  be acquainted, be apprised of, know about, talk about. Debi di ta atungu' put i giput Marcela gi Sabalu. We should talk about Marcela's party on Saturday. Esta umatungu' si Ben yan si Johnny put i plånun‑ñiha. Ben and Johnny already apprised each other of their plans. Humånao i patgun ni para u atungu' yan si Vince put håfa masusedi. The child went to Vince to know about what happened.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
atya,Intransitive Verb,"vi.  match, fit, suit, resemble; be equal to, appropriate for, a mate of. Reversal: match (correspond), appropriate. Ya‑ña i amigå‑hu muna'atya i magagu‑ña kada diha. My friend likes to match her outfit everyday. Gof umatya i dos umamigu kustumbrin‑ñiha. The two friends have matching attitudes. Maila' ya ta na'fanatya i sinientet‑ta ya ta fanmaguf mo'na gi che'chu'. Let us synchronize our spirits so we can have joy in our work.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ayao,Intransitive Verb,vi.  borrow (the opposite of lend). Reversal: borrow. Umayao salåppi' gi bangku. She borrowed money from the bank. Manmanayao i taotao iskoba gi bisinu. The people borrowed a rake from the neighbor. Hu na'ayao si Isidro ni kareta. I lent the car to Isidro.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bå',Intransitive Verb,"vi.  3) crawl (on hands and knee), walk like a cattle. Esta bumåbå' i patgun. The child is already crawling on her hands and knees. Bumå' si tåta gi papa' lamasa para u chuli' i bola. Father crawled under the table to take the ball.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
baha',Intransitive Verb,"vi.  bend down, bend forward, drop low. Bumaha' i patgun påpa' anai para u hokka i lapis. The child bent down when she was going to pick up the pencil. Bumaha' i paluma anai para u hagu' i hagun para i chemchom‑ña. The bird bent down to reach for the leaves for its nest. Syn: diluk, dengha, dengnga.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
baila,Intransitive Verb,"vi.  dance. Para bai in fanbaila chacha gi giput. We will be dancing chacha at the party. Ai na dikiki' påtgun ya esta bumabaila! My, what a small child and she's already dancing! Bumabbaila i patgun bailan Hawaiian. The child is dancing a Hawiian dance. See: dånsa. From: Sp. baila.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bakasión,Intransitive Verb,vi.  go on vacation. Manbakasiosion i famagu'un‑måmi giya Roma. Our children are vacationing in Rome. From: Sp. vacación.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
balangbang,Intransitive Verb,"vi.  sway. Anai mumasoksuk i palåo'an, bumalangbang i papa' i kodu‑ña. When the lady lost weight the skin under her arm became flabby. See: máñaña'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
balentia,Intransitive Verb,"vi.  fight (to the finish), try to outlast an opponent in a fight in which only one contestant survives (cockfighting jargon). Bumalentia si Chris gi mimu asta ki mampus yayas. Chris fought all the way until he was too tired. I ga'‑hu gåyu bumalentia yan i ottru gåyu esta ki ti siña mamåtik. My rooster fought all the way with the the other rooster until he could not kick anymore. Si Mohamed bumalentia yan si Sylvester Stalon ya manggånna. Mohamed fought with Sylvester Stalon and won. See: palitåda, gayera.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bañaderu,Intransitive Verb,vi.  wallow or be in a watering hole. Bumañaderu ta'lu esti na babui. This pig has been wallowing in the watering hole. Syn: fachi'. From: Sp. bañadero.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
barångka,Intransitive Verb,"vi.  flaunt, behave impudently, shamelessly, bold (Rota). Sigi ha' di bumarångka si Benito asta ki ginacha'. Benito keeps showing off until he was caught. Gof ya‑ña si Santiago bumarångka. Santiago likes to behave impudently. Sigi ha' si Jose bumarångka. Jose keeps showing off. Variant: barangka.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
basnak,Intransitive Verb,"vi.  fall accidentally, fall down, fall into. Basnak i neni gi halum båñu. The baby fell inside the bathroom. Para u basnak påpa' i pentan niyuk. The old coconut will fall down. Bumasnak si Sylvia sa' ti ha a'atan chalån‑ña. Sylvia fell down because she was not watching her steps. Mungnga na in fanbasnak gi tentasion binenu. Don't fall into the temptations of drugs. Syn: poddung.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
båsta,Intransitive Verb,"vi.  stop, quit, enough (command), leave it; don't tell me that... Bumåsta mandåggåo åtchu' si Pedro ni ga'lågu. Pedro stopped throwing rocks at the dog. Båsta ha' ni hu na'laguyi håo, para bai hu na'chotchu håo ta'lu? Isn't it enough that I cooked for you, am I going to spoon-feed you as well? Bumåsta si Antonia gi gurupu. Antonia stopped joining the group. Ti måttu si Cora gi huegu sa' bumåsta. Cora didn't come because she stopped. Mungnga bumåsta sa' måolik i binifisiu. Do not stop because the benefit is good. Syn: påra. From: Sp. basta.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bastånti,Intransitive Verb,"vi.  enough, sufficient, ample, adequate. Bastånti ha' i pigas nu i hanum. The rice has enough water. Bastånti yu' nengkanu' para i mantension påkyu. I am sufficient with food for the duration of the typhoon. Bastånti si Henry håyu para i fandånggu. Henry has enough wood for the wedding.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
båtdu,Intransitive Verb,vi.  have no pairs or members of the same suit (in a card game). Manhugåndu ham tres sietti ya båtdu i ga'chong‑hu nu i diamånti. We played the card game tres sietti and my partner had no diamond cards. Bai hu po'lu ås sa' bumåtdu yu'. I am going to put an ace because I do not have the suit that is being played. Sessu håo bumåtdu ni espådas. You often do not have the spade cards.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
batkåda,Intransitive Verb,vi.  be in group(s). Manbatkåkada mågi i taotåo para uma chuli' i suetdun‑ñiha. The people are approaching in groups to get their paychecks. Mana'fanbatkåda i guihan para mabendi. The fish were grouped to be sold.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
båtsu,Intransitive Verb,vi.  dance the waltz. Si Lucille bumåtsu yan si Pedro nigap gi Gardiña. Lucille and Pedre danced the waltz yesterday at the Gardinia. Gef umatya yu' yan si Linda bumåtsu. Linda and I danced the waltz.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
ba'ya',Intransitive Verb,"vi.  fed up, oversatiated, flooded with (something), have too much of (a certain food). Adahi na un bina'ya' ni chandiha sa' sina ha' un nina'pisadiya. Be careful not to eat too much watermelon because you will have nightmares. Manbina'ya' ham ni masan mångga sa' in duruyi i pineddung gi papa' trongku. We had too much ripe mangoes because we ate too much of fallen ones under the tree. Esta ba'ya' yu' ni hineksa' sa' ennåo ha' hu kåkannu' kada diha. I am already fed up with rice because I eat it every day. See: binatya'.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bela,Intransitive Verb,"vi.  attend a wake, hold a wake (for a dead or dying person). Bumela yu' gi paingi gi bisinu. I attended a wake last night at the neighbor. Ti manbebela esta i taotåo. People are not holding wakes anymore. From: Sp. vela.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
belu,Intransitive Verb,"vi.  totter as a child just learning to stand, balance (upright) (Rota). Hu na'belu i lapis. I balanced the pencil upright (caused it to stand on its end). Si Aiden esta ha tutuhun bumelu. Aiden is just starting to learn how to stand. I nenin Victoria esta bumebelu. Victoria's baby is already learning to stand.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
benditu,Intransitive Verb,"vi.  with hands together close to chin, and head slightly bowed. Debi i taotåo na u fambenditu yanggin para u fangomutgan. The people have to position their hands in a praying pose when they receive communion. Mana'benditu si John Doe anai måtai. John Doe was put in a praying pose when he died. I famagu'un luttrina debi na u fambenditu yanggin manmamomokkat hålum gi Gima' Yu'us. The catechism students have to do a praying pose when they are walking into the church. From: Sp. bendito.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bento',Intransitive Verb,vi.  pack lunch.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bentura,Intransitive Verb,vi.  venture. Ya‑ña si Margarita bumentura gi halum tånu'. Margarita likes to venture in the wilderness. Nihi ya ta fanbentura guihi hulu' gi sabåna. Let's go venture up in the mountains.,Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
besbis,Intransitive Verb,"vi.  zoom, flash, make a hissing sound, as of leaking gas, or water poured on a fire, squirt, sizzle (of frying fat), fizz. I katni bisbis anai ma'aflilitu. The meat sizzled when it was being fried. Bisbis i lata anai mababa. The can fizzes when it was opened. See: bisbis; petsan.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bilemba,Intransitive Verb,"vi.  blow, twirl, whirl. Bumilemba todu i munton håyu siha guatu gi bisinu anai mangguaifi metgut månglu'. When the strong wind blew hard, it blew all the pile of wood to the neighbor. Ha na'bilemba si Jun todu i pappit anai ha na'on i måkinan månglu'. The air from the fan blew all the papers when Jun turned it on. Bumilemba i basula siha anai maloffan i måkinan mangguåssan. All the trash was being blown when the lawnmower went by.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bilengbing,Intransitive Verb,"vi.  buzz, make a buzzing sound, as of an insect, make a droning sound, as of a distant airplane or spinning top. Humålum i ñamu gi talanga‑hu ya bililengbing gi sanhalum. The mosquito went inside my ear and it is making a buzzing sound inside. Guaha kukunitus na sessu bilengbing an puengi. There is a cricket that often makes a buzzing sound at night. Yanggin ma såsangan håo, pues bumilengbing siempri i talanga‑mu. If they are talking about you, then your ear will buzz. See: bengbing, bingbing.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
bilimbåo,Intransitive Verb,"vi.  shake, sway, as the leaves of a palm tree swaying in the breeze (Rota). Duru bumilimbåo i ramas i trongkun flores ni durun i manglu'. The branches of the flower plant are swaying hard from the strong wind. I sakåti lokkui' mambilimbåbåo ni minetgut i manglu' i pakyu. The tall grass is swaying very hard from the strong wind of the storm. Bumilimbåbåo i atuli gi halum i tason ni tini'ok‑ña. The thickness of the porridge is shaking in the big bowl. See: bilinbåo.",Revised and Updated Chamorro-English Dictionary,https://natibunmarianas.org/chamorro-dictionary/
